	Instrument,	My DMM6500
	.Model,	DMM6500
	.SerialNumber,	04635780
	Acquisition,	
	.Measure Delay,	0 s
	.Measure Count Infinite,	Enabled
	.Start at HH:MM Enabled,	Disabled
	Function ,	2-Wire Resistance
	.Range,	Auto
	.NPLC,	1
	.Auto Zero,	On
	.Auto Delay,	Enabled
	.Line Sync,	Disabled
	Rel Enabled,	Disabled
	Filter,	
	.Digital,	Disabled
	Math,	Disabled
	Trigger Mode,	Immediate
	Limit 1,	Disabled
	Limit 2,	Disabled

"Index","DMM-1 Time (s)","DMM-1 Resistance (Ω)"
"1","0","21.8961967628291"
"2","0.016710061","21.8927622099148"
"3","0.033417879","21.8890381204967"
"4","0.050126242","21.8881532614878"
"5","0.066834606","21.8875535073014"
"6","0.102261","21.9023760036208"
"7","0.118971697","21.9042300831601"
"8","0.135681757","21.8992237606177"
"9","0.152390121","21.8966075914756"
"10","0.169098485","21.892955886157"
"11","0.204531","21.8964216554853"
"12","0.221243727","21.8962591605007"
"13","0.237954121","21.894412626584"
"14","0.254664394","21.8906176300786"
"15","0.271374818","21.8864341228371"
"16","0.306803","21.879949095722"
"17","0.323511485","21.8793670682315"
"18","0.340217879","21.8796078562542"
"19","0.356928273","21.8766341980349"
"20","0.373638697","21.880138180795"
"21","0.409065","21.8850662105117"
"22","0.425771151","21.8811811031511"
"23","0.442481545","21.8764776119587"
"24","0.459189939","21.8705879073783"
"25","0.475900333","21.8639743615026"
"26","0.511329","21.8606284420457"
"27","0.528037727","21.8599755076527"
"28","0.544748151","21.8560534696139"
"29","0.561456394","21.8521388177106"
"30","0.578168697","21.8501977412575"
"31","0.613598","21.8542113673786"
"32","0.630306121","21.8483984786091"
"33","0.647012333","21.846900570296"
"34","0.663718545","21.8520959781238"
"35","0.68042897","21.8500647908155"
"36","0.715854","21.8418853841784"
"37","0.732565394","21.8443833752608"
"38","0.749274606","21.8554714421233"
"39","0.765984909","21.8647055889335"
"40","0.782693151","21.8759856953234"
"41","0.818115","21.8750018620526"
"42","0.834823091","21.8611912655834"
"43","0.851529303","21.8508654479217"
"44","0.868239576","21.8444690544346"
"45","0.884949848","21.8320736415591"
"46","0.920377","21.8192306288623"
"47","0.937082545","21.8150175770781"
"48","0.953792818","21.8105726006341"
"49","0.970499091","21.8089742408758"
"50","0.987209364","21.8072444079028"
"51","1.022632","21.8112531588083"
"52","1.039341788","21.8130760570416"
"53","1.056052061","21.8153258739049"
"54","1.072762333","21.8090639082558"
"55","1.089468576","21.8077432672343"
"56","1.124895","21.8095749493317"
"57","1.141603879","21.8079692034869"
"58","1.158310091","21.8032302589883"
"59","1.175020364","21.797539980245"
"60","1.191730636","21.7902055477526"
"61","1.227157","21.774616370292"
"62","1.243868879","21.7747980692239"
"63","1.260577121","21.7721966723218"
"64","1.277287424","21.7692185825122"
"65","1.293997757","21.7668417241274"
"66","1.329425","21.7748069325864"
"67","1.346133394","21.7795429226308"
"68","1.362845697","21.7851962706969"
"69","1.379558","21.7854281953498"
"70","1.396268273","21.7793257702489"
"71","1.431693","21.7709986411533"
"72","1.448400727","21.76673388655"
"73","1.465106939","21.7697297030846"
"74","1.481819273","21.7685228085537"
"75","1.498529545","21.7673173912498"
"76","1.533957","21.7698877663831"
"77","1.550664757","21.773994457688"
"78","1.56737303","21.7699675366458"
"79","1.584083303","21.7651325723865"
"80","1.600793576","21.7656540335486"
