	Instrument,	My DMM6500
	.Model,	DMM6500
	.SerialNumber,	04635780
	Acquisition,	
	.Measure Delay,	0 s
	.Measure Count Infinite,	Enabled
	.Start at HH:MM Enabled,	Disabled
	Function ,	2-Wire Resistance
	.Range,	Auto
	.NPLC,	1
	.Auto Zero,	On
	.Auto Delay,	Enabled
	.Line Sync,	Disabled
	Rel Enabled,	Disabled
	Filter,	
	.Digital,	Disabled
	Math,	Disabled
	Trigger Mode,	Immediate
	Limit 1,	Disabled
	Limit 2,	Disabled

"Index","DMM-1 Time (s)","DMM-1 Resistance (Ω)"
"1","0","13.2034154427626"
"2","0.016710788","13.2098251192487"
"3","0.03341897","13.2147752980698"
"4","0.050127637","13.2145389421726"
"5","0.066838697","13.2167518242598"
"6","0.102268","13.220371023935"
"7","0.118975788","13.2249459877694"
"8","0.135684152","13.2334887762273"
"9","0.152394546","13.2467527737309"
"10","0.16910494","13.2603683506316"
"11","0.204536","13.2838975801937"
"12","0.221243849","13.2908213307561"
"13","0.237952213","13.3016423154021"
"14","0.254664031","13.3084449337276"
"15","0.271370364","13.3165268283766"
"16","0.306797","13.3220738059689"
"17","0.323503697","13.3140288419296"
"18","0.340214091","13.3056455935046"
"19","0.356924485","13.2977350568851"
"20","0.373634879","13.2916592329605"
"21","0.409064","13.2790038515936"
"22","0.42577197","13.2765664313467"
"23","0.442482364","13.2744599093636"
"24","0.459188697","13.2756771422627"
"25","0.475897061","13.278410007388"
"26","0.511327","13.2875023235212"
"27","0.528037","13.2930079388305"
"28","0.544745303","13.2979610722171"
"29","0.561453546","13.3009893822208"
"30","0.578161788","13.300549169352"
"31","0.613586","13.2982041224271"
"32","0.630297697","13.2983666171018"
"33","0.64700594","13.2982794608672"
"34","0.663712182","13.2998571364365"
"35","0.680420425","13.3041322236066"
"36","0.715849","13.3201985152657"
"37","0.732555273","13.3253230064174"
"38","0.749265546","13.3328125336988"
"39","0.765973788","13.3384422355665"
"40","0.782682031","13.3415739511161"
"41","0.81811","13.3509661433163"
"42","0.834818273","13.3602578842629"
"43","0.851530576","13.3684948870481"
"44","0.868240849","13.3750197868512"
"45","0.884947061","13.382361591701"
"46","0.920374","13.3930212423642"
"47","0.937083728","13.3974928003682"
"48","0.95379197","13.3991044520968"
"49","0.970502273","13.3966552141811"
"50","0.987210758","13.3948411827213"
